transaction_id,store_id,sale_date,product_id,product_name,units_sold,sales_amount
TRX0000090,S04,20260105 12:48:22,P001,Cola,7,140.0
TRX0000091,S09,20260105 20:17:52,P008,Instant Cup Nooddle,3,45.0
TRX0000092,S09,20260105 12:57:30,P010,Folding Umbrella,1,100.0
TRX0000093,S05,20260105 10:33:36,P019,Cigarette Pack,1,120.0
TRX0000094,S06,20260105 18:51:35,P006,Beer can,2,110.0
TRX0000095,S04,20260105 09:09:58,P001,Cola,4,80.0
TRX0000096,S10,20260105 14:32:50,P019,Cigarette Pack,1,120.0
TRX0000097,S02,20260105 20:05:25,P016,Toothpaste,1,55.0
TRX0000098,S09,20260105 13:24:10,P012,Mosquito Repellent,1,65.0
TRX0000099,S02,20260105 10:55:40,P001,Cola,5,100.0
TRX0000100,S08,20260105 12:26:34,P001,Cola,4,80.0
TRX0000101,S02,20260105 20:26:46,P001,Cola,6,120.0
TRX0000102,S10,20260105 17:30:24,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000103,S05,20260105 21:05:36,P003,Ice cream,3,45.0
TRX0000104,S02,20260105 14:00:51,P001,Cola,3,60.0
TRX0000105,S09,20260105 16:16:39,P001,Cola,7,140.0
TRX0000106,S07,20260105 20:02:55,P011,Potato Chips,3,90.0
TRX0000107,S08,20260105 16:27:04,P006,Beer can,2,110.0
TRX0000108,S02,20260105 18:20:53,P008,Instant Cup Nooddle,3,45.0
TRX0000109,S05,20260105 17:22:03,P014,Loaf of Bread,1,35.0
TRX0000110,S07,20260105 21:46:10,P004,Drinking Water 1.5 Litre,2,30.0
TRX0000111,S08,20260105 21:55:53,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000112,S05,20260105 10:38:06,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000113,S01,20260105 14:38:48,P007,Instant Coffee,2,20.0
TRX0000114,S02,20260105 12:56:44,P008,Instant Cup Nooddle,3,45.0
TRX0000115,S10,20260105 14:59:56,P002,Electrolyte Drink,1,25.0
TRX0000116,S07,20260105 19:26:10,P012,Mosquito Repellent,1,65.0
TRX0000117,S07,20260105 17:31:47,P011,Potato Chips,3,90.0
TRX0000118,S10,20260105 09:48:17,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000119,S01,20260105 17:35:12,P006,Beer can,3,165.0
TRX0000120,S01,20260105 10:25:51,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000121,S02,20260105 20:40:13,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000122,S03,20260105 11:29:00,P020,Dishwashing Liquid,1,30.0
TRX0000123,S10,20260105 20:03:03,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000124,S06,20260105 19:25:08,P011,Potato Chips,4,120.0
TRX0000125,S09,20260105 19:36:24,P016,Toothpaste,1,55.0
TRX0000126,S09,20260105 17:22:23,P008,Instant Cup Nooddle,4,60.0
TRX0000127,S08,20260105 19:21:30,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000128,S02,20260105 20:37:42,P008,Instant Cup Nooddle,3,45.0
TRX0000129,S02,20260105 16:18:04,P004,Drinking Water 1.5 Litre,2,30.0
TRX0000130,S01,20260105 20:10:49,P008,Instant Cup Nooddle,5,75.0
TRX0000131,S04,20260105 13:02:51,P019,Cigarette Pack,1,120.0
TRX0000132,S09,20260105 19:37:00,P019,Cigarette Pack,1,120.0
TRX0000133,S03,20260105 13:39:34,P016,Toothpaste,1,55.0
TRX0000134,S04,20260105 10:50:56,P008,Instant Cup Nooddle,3,45.0
TRX0000135,S07,20260105 14:31:10,P020,Dishwashing Liquid,1,30.0
TRX0000136,S05,20260105 14:11:46,P004,Drinking Water 1.5 Litre,2,30.0
TRX0000137,S09,20260105 09:54:15,P020,Dishwashing Liquid,1,30.0
TRX0000138,S06,20260105 15:52:13,P017,Fish Sauce,1,30.0
TRX0000139,S01,20260105 08:34:58,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000140,S06,20260105 18:44:53,P011,Potato Chips,2,60.0
TRX0000141,S10,20260105 18:36:06,P003,Ice cream,3,45.0
TRX0000142,S05,20260105 16:30:01,P012,Mosquito Repellent,1,65.0
TRX0000143,S06,20260105 19:34:01,P019,Cigarette Pack,1,120.0
TRX0000144,S08,20260105 08:10:42,P006,Beer can,2,110.0
TRX0000145,S07,20260105 13:36:53,P005,Roll-on Deodorant,1,45.0
TRX0000146,S06,20260105 19:09:15,P002,Electrolyte Drink,1,25.0
TRX0000147,S06,20260105 15:26:37,P014,Loaf of Bread,2,70.0
TRX0000148,S10,20260105 19:08:34,P006,Beer can,3,165.0
TRX0000149,S07,20260105 10:54:12,P016,Toothpaste,1,55.0
TRX0000150,S02,20260105 15:23:05,P008,Instant Cup Nooddle,4,60.0
TRX0000151,S03,20260105 08:04:20,P019,Cigarette Pack,1,120.0
TRX0000152,S02,20260105 09:23:15,P014,Loaf of Bread,2,70.0
TRX0000153,S08,20260105 21:31:39,P002,Electrolyte Drink,1,25.0
TRX0000154,S07,20260105 10:06:13,P011,Potato Chips,4,120.0
TRX0000155,S02,20260105 20:02:39,P001,Cola,5,100.0
TRX0000156,S01,20260105 18:51:28,P009,Cold Medicine,1,35.0
TRX0000157,S03,20260105 20:45:34,P014,Loaf of Bread,2,70.0
TRX0000158,S06,20260105 13:51:02,P019,Cigarette Pack,1,120.0
TRX0000159,S05,20260105 08:53:44,P014,Loaf of Bread,2,70.0
TRX0000160,S10,20260105 18:50:51,P008,Instant Cup Nooddle,4,60.0
TRX0000161,S02,20260105 20:34:08,P002,Electrolyte Drink,1,25.0
TRX0000162,S09,20260105 13:36:23,P019,Cigarette Pack,1,120.0
TRX0000163,S01,20260105 12:21:40,P015,Bar Soap,1,15.0
TRX0000164,S10,20260105 21:21:06,P003,Ice cream,3,45.0
TRX0000165,S06,20260105 21:57:02,P011,Potato Chips,3,90.0
TRX0000166,S05,20260105 09:19:08,P008,Instant Cup Nooddle,3,45.0
TRX0000167,S07,20260105 08:54:41,P001,Cola,5,100.0
TRX0000168,S07,20260105 13:10:23,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000169,S07,20260105 10:52:35,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000170,S09,20260105 12:59:47,P011,Potato Chips,2,60.0
TRX0000171,S08,20260105 21:34:20,P015,Bar Soap,1,15.0
TRX0000172,S02,20260105 18:07:11,P016,Toothpaste,1,55.0
TRX0000173,S06,20260105 17:06:49,P011,Potato Chips,1,30.0
TRX0000174,S07,20260105 15:21:14,P001,Cola,7,140.0
TRX0000175,S06,20260105 12:16:36,P015,Bar Soap,1,15.0
TRX0000176,S03,20260105 10:50:26,P011,Potato Chips,3,90.0
TRX0000177,S08,20260105 10:28:46,P006,Beer can,3,165.0
TRX0000178,S08,20260105 08:23:11,P011,Potato Chips,4,120.0
TRX0000179,S03,20260105 15:45:32,P009,Cold Medicine,1,35.0
TRX0000180,S05,20260105 11:58:36,P019,Cigarette Pack,1,120.0
TRX0000181,S06,20260105 18:26:51,P019,Cigarette Pack,1,120.0
TRX0000182,S01,20260105 13:44:50,P008,Instant Cup Nooddle,4,60.0
TRX0000183,S07,20260105 08:47:08,P019,Cigarette Pack,1,120.0
TRX0000184,S02,20260105 18:41:05,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000185,S09,20260105 08:51:50,P008,Instant Cup Nooddle,3,45.0
TRX0000186,S01,20260105 08:33:07,P003,Ice cream,3,45.0
TRX0000187,S07,20260105 15:20:59,P001,Cola,4,80.0
TRX0000188,S07,20260105 14:02:17,P017,Fish Sauce,1,30.0
TRX0000189,S05,20260105 21:07:39,P003,Ice cream,1,15.0
TRX0000190,S04,20260105 16:16:57,P008,Instant Cup Nooddle,3,45.0
TRX0000191,S07,20260105 17:47:00,P009,Cold Medicine,1,35.0
TRX0000192,S04,20260105 10:06:24,P011,Potato Chips,4,120.0
TRX0000193,S07,20260105 21:13:06,P008,Instant Cup Nooddle,3,45.0
TRX0000194,S07,20260105 08:10:48,P009,Cold Medicine,1,35.0
TRX0000195,S09,20260105 20:43:26,P019,Cigarette Pack,1,120.0
TRX0000196,S09,20260105 20:10:21,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000197,S04,20260105 16:33:46,P015,Bar Soap,1,15.0
TRX0000198,S02,20260105 17:54:24,P001,Cola,5,100.0
TRX0000199,S02,20260105 18:11:30,P011,Potato Chips,4,120.0
TRX0000200,S09,20260105 15:40:21,P019,Cigarette Pack,1,120.0
TRX0000201,S06,20260105 20:20:00,P001,Cola,5,100.0
TRX0000202,S05,20260105 09:32:56,P007,Instant Coffee,2,20.0
TRX0000203,S02,20260105 14:33:16,P011,Potato Chips,3,90.0
TRX0000204,S05,20260105 13:22:12,P011,Potato Chips,3,90.0
TRX0000205,S08,20260105 11:45:27,P006,Beer can,3,165.0
TRX0000206,S05,20260105 15:14:07,P015,Bar Soap,1,15.0
TRX0000207,S05,20260105 19:28:33,P005,Roll-on Deodorant,1,45.0
TRX0000208,S05,20260105 11:01:35,P016,Toothpaste,1,55.0
TRX0000209,S09,20260105 17:48:54,P009,Cold Medicine,1,35.0
TRX0000210,S05,20260105 18:19:31,P007,Instant Coffee,2,20.0
TRX0000211,S07,20260105 17:10:53,P016,Toothpaste,1,55.0
TRX0000212,S07,20260105 12:23:12,P020,Dishwashing Liquid,1,30.0
TRX0000213,S09,20260105 17:10:11,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000214,S07,20260105 21:37:47,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000215,S09,20260105 16:41:26,P017,Fish Sauce,1,30.0
TRX0000216,S03,20260105 12:06:34,P011,Potato Chips,3,90.0
TRX0000217,S01,20260105 15:28:46,P007,Instant Coffee,1,10.0
TRX0000218,S06,20260105 18:01:11,P011,Potato Chips,3,90.0
TRX0000219,S01,20260105 10:39:05,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000220,S09,20260105 16:55:22,P011,Potato Chips,3,90.0
TRX0000221,S08,20260105 08:39:48,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000222,S07,20260105 15:16:45,P011,Potato Chips,2,60.0
TRX0000223,S07,20260105 20:15:32,P006,Beer can,2,110.0
TRX0000224,S01,20260105 18:47:44,P017,Fish Sauce,1,30.0
TRX0000225,S01,20260105 09:42:12,P006,Beer can,3,165.0
TRX0000226,S05,20260105 21:39:53,P020,Dishwashing Liquid,1,30.0
TRX0000227,S09,20260105 18:03:49,P006,Beer can,3,165.0
TRX0000228,S06,20260105 15:24:50,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000229,S08,20260105 09:04:31,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000230,S01,20260105 18:56:28,P016,Toothpaste,1,55.0
TRX0000231,S09,20260105 21:08:18,P006,Beer can,1,55.0
TRX0000232,S09,20260105 16:22:10,P003,Ice cream,3,45.0
TRX0000233,S05,20260105 08:26:51,P008,Instant Cup Nooddle,3,45.0
TRX0000234,S01,20260105 19:48:34,P005,Roll-on Deodorant,1,45.0
TRX0000235,S01,20260105 16:56:39,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000236,S08,20260105 21:32:53,P009,Cold Medicine,1,35.0
TRX0000237,S09,20260105 16:34:56,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000238,S04,20260105 08:29:13,P001,Cola,6,120.0
TRX0000239,S01,20260105 19:58:57,P010,Folding Umbrella,1,100.0
TRX0000240,S02,20260105 14:02:07,P017,Fish Sauce,1,30.0
TRX0000241,S09,20260105 20:10:29,P007,Instant Coffee,1,10.0
TRX0000242,S05,20260105 17:07:11,P016,Toothpaste,1,55.0
TRX0000243,S07,20260105 20:32:52,P003,Ice cream,3,45.0
TRX0000244,S09,20260105 12:39:05,P015,Bar Soap,1,15.0
TRX0000245,S07,20260105 15:14:04,P002,Electrolyte Drink,1,25.0
TRX0000246,S04,20260105 18:03:42,P001,Cola,3,60.0
TRX0000247,S02,20260105 21:46:34,P019,Cigarette Pack,1,120.0
TRX0000248,S07,20260105 12:45:40,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000249,S08,20260105 13:01:44,P015,Bar Soap,1,15.0
TRX0000250,S05,20260105 15:48:02,P006,Beer can,2,110.0
TRX0000251,S01,20260105 21:36:19,P009,Cold Medicine,1,35.0
TRX0000252,S07,20260105 12:54:32,P001,Cola,6,120.0
TRX0000253,S05,20260105 08:22:32,P014,Loaf of Bread,1,35.0
TRX0000254,S10,20260105 18:03:49,P020,Dishwashing Liquid,1,30.0
TRX0000255,S03,20260105 09:36:38,P014,Loaf of Bread,2,70.0
TRX0000256,S10,20260105 08:50:39,P001,Cola,6,120.0
TRX0000257,S07,20260105 13:16:31,P001,Cola,4,80.0
TRX0000258,S01,20260105 16:32:50,P008,Instant Cup Nooddle,4,60.0
TRX0000259,S08,20260105 18:22:44,P001,Cola,8,160.0
TRX0000260,S07,20260105 11:57:09,P001,Cola,5,100.0
TRX0000261,S01,20260105 13:33:54,P019,Cigarette Pack,1,120.0
TRX0000262,S05,20260105 16:46:47,P002,Electrolyte Drink,1,25.0
TRX0000263,S04,20260105 16:08:00,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000264,S07,20260105 11:17:00,P008,Instant Cup Nooddle,4,60.0
TRX0000265,S07,20260105 13:35:04,P001,Cola,4,80.0
TRX0000266,S02,20260105 20:10:35,P016,Toothpaste,1,55.0
TRX0000267,S07,20260105 09:22:36,P003,Ice cream,3,45.0
TRX0000268,S07,20260105 20:46:30,P014,Loaf of Bread,1,35.0
TRX0000269,S03,20260105 19:43:09,P008,Instant Cup Nooddle,4,60.0
TRX0000270,S04,20260105 14:51:30,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000271,S05,20260105 10:47:55,P012,Mosquito Repellent,1,65.0
TRX0000272,S09,20260105 18:43:18,P002,Electrolyte Drink,1,25.0
TRX0000273,S03,20260105 11:09:15,P020,Dishwashing Liquid,1,30.0
TRX0000274,S09,20260105 14:38:35,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000275,S07,20260105 10:43:13,P011,Potato Chips,4,120.0
TRX0000276,S02,20260105 21:00:45,P003,Ice cream,3,45.0
TRX0000277,S03,20260105 21:22:18,P003,Ice cream,3,45.0
TRX0000278,S10,20260105 15:51:28,P008,Instant Cup Nooddle,3,45.0
TRX0000279,S09,20260105 19:05:50,P003,Ice cream,2,30.0
TRX0000280,S03,20260105 10:32:18,P001,Cola,7,140.0
TRX0000281,S07,20260105 20:45:33,P001,Cola,5,100.0
TRX0000282,S06,20260105 11:26:23,P019,Cigarette Pack,1,120.0
TRX0000283,S03,20260105 14:25:16,P002,Electrolyte Drink,1,25.0
TRX0000284,S10,20260105 08:09:36,P015,Bar Soap,1,15.0
TRX0000285,S01,20260105 20:01:15,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000286,S05,20260105 10:30:35,P014,Loaf of Bread,2,70.0
TRX0000287,S02,20260105 21:51:58,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000288,S02,20260105 14:06:36,P009,Cold Medicine,1,35.0
TRX0000289,S02,20260105 14:45:22,P014,Loaf of Bread,2,70.0
TRX0000290,S06,20260105 19:04:55,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000291,S07,20260105 18:36:50,P006,Beer can,3,165.0
TRX0000292,S02,20260105 14:12:02,P006,Beer can,4,220.0
TRX0000293,S04,20260105 15:25:13,P004,Drinking Water 1.5 Litre,2,30.0
TRX0000294,S06,20260105 16:44:52,P006,Beer can,2,110.0
TRX0000295,S08,20260105 12:04:28,P008,Instant Cup Nooddle,5,75.0
TRX0000296,S04,20260105 18:23:46,P016,Toothpaste,1,55.0
TRX0000297,S10,20260105 09:57:03,P016,Toothpaste,1,55.0
TRX0000298,S02,20260105 16:46:56,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000299,S02,20260105 11:14:59,P008,Instant Cup Nooddle,3,45.0
TRX0000300,S06,20260105 18:22:59,P017,Fish Sauce,1,30.0
TRX0000301,S07,20260105 15:02:19,P006,Beer can,2,110.0
TRX0000302,S08,20260105 10:34:22,P008,Instant Cup Nooddle,2,30.0
TRX0000303,S01,20260105 10:52:59,P014,Loaf of Bread,2,70.0
TRX0000304,S10,20260105 09:40:03,P013,Candle,1,10.0
TRX0000305,S05,20260105 14:46:13,P017,Fish Sauce,1,30.0
TRX0000306,S09,20260105 18:44:10,P008,Instant Cup Nooddle,3,45.0
TRX0000307,S01,20260105 08:08:04,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000308,S08,20260105 13:49:32,P002,Electrolyte Drink,1,25.0
TRX0000309,S09,20260105 13:24:40,P019,Cigarette Pack,1,120.0
TRX0000310,S03,20260105 18:51:02,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000311,S01,20260105 15:52:42,P001,Cola,5,100.0
TRX0000312,S07,20260105 19:42:07,P005,Roll-on Deodorant,1,45.0
TRX0000313,S08,20260105 18:55:46,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000314,S09,20260105 18:12:03,P003,Ice cream,3,45.0
TRX0000315,S05,20260105 10:50:48,P019,Cigarette Pack,1,120.0
TRX0000316,S06,20260105 18:10:28,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000317,S04,20260105 20:26:19,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000318,S10,20260105 19:24:38,P012,Mosquito Repellent,1,65.0
TRX0000319,S10,20260105 13:08:11,P008,Instant Cup Nooddle,3,45.0
TRX0000320,S06,20260105 16:57:05,P019,Cigarette Pack,1,120.0
TRX0000321,S01,20260105 08:18:50,P017,Fish Sauce,1,30.0
TRX0000322,S07,20260105 19:21:17,P002,Electrolyte Drink,1,25.0
TRX0000323,S05,20260105 19:52:58,P003,Ice cream,3,45.0
TRX0000324,S09,20260105 10:09:31,P016,Toothpaste,1,55.0
TRX0000325,S09,20260105 14:27:24,P019,Cigarette Pack,1,120.0
TRX0000326,S06,20260105 11:05:38,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000327,S04,20260105 14:16:31,P016,Toothpaste,2,110.0
TRX0000328,S04,20260105 16:36:18,P014,Loaf of Bread,1,35.0
TRX0000329,S09,20260105 20:41:56,P006,Beer can,2,110.0
TRX0000330,S08,20260105 08:44:57,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000331,S01,20260105 14:05:16,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000332,S02,20260105 19:55:53,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000333,S04,20260105 10:18:32,P004,Drinking Water 1.5 Litre,2,30.0
TRX0000334,S03,20260105 14:30:40,P017,Fish Sauce,1,30.0
TRX0000335,S02,20260105 11:16:25,P003,Ice cream,3,45.0
TRX0000336,S09,20260105 13:32:57,P019,Cigarette Pack,1,120.0
TRX0000337,S10,20260105 14:17:15,P008,Instant Cup Nooddle,5,75.0
TRX0000338,S02,20260105 21:59:14,P008,Instant Cup Nooddle,3,45.0
TRX0000339,S04,20260105 19:43:52,P003,Ice cream,3,45.0
TRX0000340,S07,20260105 09:58:20,P020,Dishwashing Liquid,1,30.0
TRX0000341,S02,20260105 08:34:43,P016,Toothpaste,1,55.0
TRX0000342,S05,20260105 15:50:08,P009,Cold Medicine,1,35.0
TRX0000343,S01,20260105 15:05:24,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000344,S08,20260105 20:51:14,P009,Cold Medicine,1,35.0
TRX0000345,S07,20260105 12:29:16,P012,Mosquito Repellent,1,65.0
TRX0000346,S03,20260105 20:54:34,P009,Cold Medicine,1,35.0
TRX0000347,S01,20260105 10:24:27,P014,Loaf of Bread,2,70.0
TRX0000348,S09,20260105 20:54:08,P019,Cigarette Pack,1,120.0
TRX0000349,S05,20260105 15:51:02,P008,Instant Cup Nooddle,3,45.0
TRX0000350,S07,20260105 16:49:17,P001,Cola,6,120.0
TRX0000351,S04,20260105 18:41:58,P016,Toothpaste,1,55.0
TRX0000352,S05,20260105 08:40:20,P006,Beer can,3,165.0
TRX0000353,S02,20260105 21:20:35,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000354,S04,20260105 11:27:08,P014,Loaf of Bread,2,70.0
TRX0000355,S10,20260105 13:32:05,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000356,S02,20260105 09:45:19,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000357,S03,20260105 21:33:17,P003,Ice cream,3,45.0
TRX0000358,S04,20260105 13:54:36,P019,Cigarette Pack,1,120.0
TRX0000359,S04,20260105 09:28:37,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000360,S02,20260105 10:00:45,P012,Mosquito Repellent,1,65.0
TRX0000361,S05,20260105 15:20:59,P016,Toothpaste,1,55.0
TRX0000362,S07,20260105 10:01:01,P015,Bar Soap,1,15.0
TRX0000363,S05,20260105 13:47:34,P008,Instant Cup Nooddle,3,45.0
TRX0000364,S02,20260105 21:50:07,P003,Ice cream,3,45.0
TRX0000365,S10,20260105 08:18:32,P009,Cold Medicine,1,35.0
TRX0000366,S05,20260105 08:25:17,P008,Instant Cup Nooddle,3,45.0
TRX0000367,S09,20260105 12:55:03,P019,Cigarette Pack,1,120.0
