transaction_id,store_id,sale_date,product_id,product_name,units_sold,sales_amount
TRX0000077,S01,20260107 11:09:47,P011,Potato Chips,4,120.0
TRX0000078,S01,20260107 08:59:36,P004,Drinking Water 1.5 Litre,6,90.0
TRX0000079,S07,20260107 14:06:04,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000080,S04,20260107 17:55:36,P001,Cola,5,100.0
TRX0000081,S01,20260107 18:52:25,P010,Folding Umbrella,1,100.0
TRX0000082,S04,20260107 14:17:34,P001,Cola,4,80.0
TRX0000083,S05,20260107 11:01:10,P007,Instant Coffee,1,10.0
TRX0000084,S06,20260107 19:40:32,P020,Dishwashing Liquid,1,30.0
TRX0000085,S08,20260107 15:53:46,P017,Fish Sauce,1,30.0
TRX0000086,S02,20260107 20:54:20,P012,Mosquito Repellent,1,65.0
TRX0000087,S07,20260107 08:32:49,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000088,S09,20260107 20:44:40,P009,Cold Medicine,1,35.0
TRX0000089,S06,20260107 14:08:15,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000090,S06,20260107 10:19:41,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000091,S03,20260107 17:13:29,P012,Mosquito Repellent,1,65.0
TRX0000092,S07,20260107 16:07:06,P014,Loaf of Bread,2,70.0
TRX0000093,S10,20260107 16:20:13,P001,Cola,7,140.0
TRX0000094,S06,20260107 15:52:13,P002,Electrolyte Drink,1,25.0
TRX0000095,S01,20260107 14:35:05,P001,Cola,6,120.0
TRX0000096,S02,20260107 21:32:26,P002,Electrolyte Drink,1,25.0
TRX0000097,S01,20260107 13:39:09,P017,Fish Sauce,1,30.0
TRX0000098,S01,20260107 19:12:19,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000099,S01,20260107 21:51:31,P015,Bar Soap,1,15.0
TRX0000100,S03,20260107 18:51:56,P019,Cigarette Pack,1,120.0
TRX0000101,S01,20260107 20:13:02,P001,Cola,5,100.0
TRX0000102,S07,20260107 12:50:32,P008,Instant Cup Nooddle,4,60.0
TRX0000103,S01,20260107 08:50:19,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000104,S09,20260107 09:07:54,P013,Candle,1,10.0
TRX0000105,S06,20260107 14:50:46,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000106,S07,20260107 13:26:25,P015,Bar Soap,1,15.0
TRX0000107,S09,20260107 16:02:44,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000108,S09,20260107 21:52:14,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000109,S04,20260107 09:29:04,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000110,S01,20260107 17:17:01,P002,Electrolyte Drink,1,25.0
TRX0000111,S09,20260107 16:21:11,P011,Potato Chips,4,120.0
TRX0000112,S02,20260107 12:27:24,P003,Ice cream,4,60.0
TRX0000113,S06,20260107 15:16:30,P006,Beer can,2,110.0
TRX0000114,S09,20260107 11:41:49,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000115,S01,20260107 20:37:32,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000116,S07,20260107 11:00:22,P006,Beer can,2,110.0
TRX0000117,S08,20260107 09:48:42,P017,Fish Sauce,1,30.0
TRX0000118,S04,20260107 20:23:32,P002,Electrolyte Drink,1,25.0
TRX0000119,S07,20260107 11:58:47,P011,Potato Chips,3,90.0
TRX0000120,S10,20260107 19:07:47,P016,Toothpaste,1,55.0
TRX0000121,S01,20260107 18:48:14,P014,Loaf of Bread,2,70.0
TRX0000122,S10,20260107 13:32:43,P020,Dishwashing Liquid,1,30.0
TRX0000123,S06,20260107 09:38:47,P005,Roll-on Deodorant,1,45.0
TRX0000124,S08,20260107 10:16:06,P014,Loaf of Bread,1,35.0
TRX0000125,S05,20260107 08:26:34,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000126,S02,20260107 17:58:36,P006,Beer can,2,110.0
TRX0000127,S09,20260107 10:05:04,P013,Candle,1,10.0
TRX0000128,S10,20260107 18:47:38,P007,Instant Coffee,1,10.0
TRX0000129,S04,20260107 10:23:51,P016,Toothpaste,1,55.0
TRX0000130,S08,20260107 19:41:36,P003,Ice cream,3,45.0
TRX0000131,S09,20260107 13:08:00,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000132,S02,20260107 17:40:48,P015,Bar Soap,1,15.0
TRX0000133,S01,20260107 17:54:32,P008,Instant Cup Nooddle,4,60.0
TRX0000134,S07,20260107 14:28:02,P001,Cola,5,100.0
TRX0000135,S02,20260107 08:16:54,P016,Toothpaste,1,55.0
TRX0000136,S08,20260107 18:53:12,P003,Ice cream,3,45.0
TRX0000137,S02,20260107 15:37:43,P006,Beer can,4,220.0
TRX0000138,S04,20260107 16:33:12,P019,Cigarette Pack,1,120.0
TRX0000139,S02,20260107 19:25:32,P019,Cigarette Pack,1,120.0
TRX0000140,S02,20260107 13:01:38,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000141,S05,20260107 09:40:09,P006,Beer can,2,110.0
TRX0000142,S09,20260107 15:32:32,P006,Beer can,2,110.0
TRX0000143,S09,20260107 17:15:40,P003,Ice cream,4,60.0
TRX0000144,S02,20260107 12:56:32,P006,Beer can,3,165.0
TRX0000145,S01,20260107 19:44:32,P020,Dishwashing Liquid,1,30.0
TRX0000146,S04,20260107 12:18:37,P006,Beer can,2,110.0
TRX0000147,S06,20260107 13:51:38,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000148,S09,20260107 17:49:01,P014,Loaf of Bread,1,35.0
TRX0000149,S06,20260107 17:28:12,P019,Cigarette Pack,1,120.0
TRX0000150,S07,20260107 12:41:09,P016,Toothpaste,1,55.0
TRX0000151,S08,20260107 17:58:26,P003,Ice cream,3,45.0
TRX0000152,S08,20260107 14:18:28,P015,Bar Soap,1,15.0
TRX0000153,S08,20260107 08:26:27,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000154,S09,20260107 10:04:29,P015,Bar Soap,1,15.0
TRX0000155,S02,20260107 12:42:01,P015,Bar Soap,1,15.0
TRX0000156,S08,20260107 15:15:19,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000157,S07,20260107 09:33:38,P001,Cola,4,80.0
TRX0000158,S07,20260107 11:05:18,P020,Dishwashing Liquid,1,30.0
TRX0000159,S07,20260107 16:25:12,P015,Bar Soap,1,15.0
TRX0000160,S04,20260107 20:03:56,P001,Cola,6,120.0
TRX0000161,S09,20260107 17:52:22,P001,Cola,6,120.0
TRX0000162,S01,20260107 10:00:30,P002,Electrolyte Drink,1,25.0
TRX0000163,S08,20260107 13:40:55,P012,Mosquito Repellent,1,65.0
TRX0000164,S05,20260107 14:11:51,P003,Ice cream,3,45.0
TRX0000165,S02,20260107 13:58:30,P008,Instant Cup Nooddle,3,45.0
TRX0000166,S07,20260107 12:28:11,P011,Potato Chips,3,90.0
TRX0000167,S04,20260107 11:16:35,P017,Fish Sauce,1,30.0
TRX0000168,S10,20260107 16:38:06,P019,Cigarette Pack,1,120.0
TRX0000169,S07,20260107 10:41:44,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000170,S05,20260107 12:04:48,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000171,S05,20260107 14:37:34,P014,Loaf of Bread,1,35.0
TRX0000172,S06,20260107 20:03:18,P020,Dishwashing Liquid,1,30.0
TRX0000173,S07,20260107 19:30:50,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000174,S02,20260107 18:31:55,P019,Cigarette Pack,1,120.0
TRX0000175,S02,20260107 18:54:36,P019,Cigarette Pack,1,120.0
TRX0000176,S09,20260107 19:07:03,P003,Ice cream,3,45.0
TRX0000177,S08,20260107 08:47:07,P016,Toothpaste,1,55.0
TRX0000178,S01,20260107 17:54:03,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000179,S07,20260107 13:58:27,P019,Cigarette Pack,1,120.0
TRX0000180,S02,20260107 14:00:33,P008,Instant Cup Nooddle,4,60.0
TRX0000181,S01,20260107 19:09:06,P008,Instant Cup Nooddle,3,45.0
TRX0000182,S01,20260107 19:51:14,P019,Cigarette Pack,1,120.0
TRX0000183,S07,20260107 10:26:49,P003,Ice cream,3,45.0
TRX0000184,S10,20260107 20:32:06,P014,Loaf of Bread,1,35.0
TRX0000185,S05,20260107 11:06:00,P009,Cold Medicine,1,35.0
TRX0000186,S02,20260107 12:02:26,P019,Cigarette Pack,1,120.0
TRX0000187,S01,20260107 14:35:00,P009,Cold Medicine,1,35.0
TRX0000188,S05,20260107 14:33:00,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000189,S07,20260107 21:27:01,P005,Roll-on Deodorant,1,45.0
TRX0000190,S05,20260107 14:25:35,P012,Mosquito Repellent,1,65.0
TRX0000191,S07,20260107 18:56:10,P019,Cigarette Pack,1,120.0
TRX0000192,S03,20260107 11:43:38,P014,Loaf of Bread,1,35.0
TRX0000193,S02,20260107 20:57:01,P011,Potato Chips,3,90.0
TRX0000194,S04,20260107 09:41:24,P019,Cigarette Pack,1,120.0
TRX0000195,S09,20260107 19:20:59,P006,Beer can,3,165.0
TRX0000196,S10,20260107 12:24:37,P008,Instant Cup Nooddle,3,45.0
TRX0000197,S02,20260107 16:07:28,P012,Mosquito Repellent,1,65.0
TRX0000198,S07,20260107 10:07:47,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000199,S05,20260107 14:12:54,P008,Instant Cup Nooddle,3,45.0
TRX0000200,S07,20260107 13:20:14,P002,Electrolyte Drink,1,25.0
TRX0000201,S02,20260107 18:54:51,P006,Beer can,3,165.0
TRX0000202,S06,20260107 08:32:58,P016,Toothpaste,1,55.0
TRX0000203,S06,20260107 21:49:20,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000204,S01,20260107 09:06:29,P001,Cola,4,80.0
TRX0000205,S07,20260107 21:35:16,P015,Bar Soap,1,15.0
TRX0000206,S05,20260107 21:01:09,P019,Cigarette Pack,1,120.0
TRX0000207,S09,20260107 21:12:29,P017,Fish Sauce,1,30.0
TRX0000208,S07,20260107 15:32:31,P019,Cigarette Pack,1,120.0
TRX0000209,S07,20260107 16:28:20,P003,Ice cream,2,30.0
TRX0000210,S10,20260107 11:17:37,P003,Ice cream,3,45.0
TRX0000211,S06,20260107 10:49:51,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000212,S10,20260107 18:50:08,P003,Ice cream,3,45.0
TRX0000213,S07,20260107 10:05:50,P003,Ice cream,4,60.0
TRX0000214,S01,20260107 15:13:21,P011,Potato Chips,3,90.0
TRX0000215,S08,20260107 10:00:09,P001,Cola,6,120.0
TRX0000216,S04,20260107 10:52:32,P016,Toothpaste,1,55.0
TRX0000217,S01,20260107 19:23:54,P010,Folding Umbrella,1,100.0
TRX0000218,S08,20260107 19:30:12,P005,Roll-on Deodorant,1,45.0
TRX0000219,S02,20260107 21:38:28,P006,Beer can,2,110.0
TRX0000220,S09,20260107 19:10:23,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000221,S04,20260107 13:57:28,P005,Roll-on Deodorant,1,45.0
TRX0000222,S10,20260107 17:38:04,P001,Cola,6,120.0
TRX0000223,S07,20260107 09:37:13,P012,Mosquito Repellent,1,65.0
TRX0000224,S01,20260107 10:03:46,P012,Mosquito Repellent,1,65.0
TRX0000225,S10,20260107 20:49:49,P017,Fish Sauce,1,30.0
TRX0000226,S07,20260107 11:29:49,P008,Instant Cup Nooddle,3,45.0
TRX0000227,S03,20260107 18:17:51,P001,Cola,6,120.0
TRX0000228,S03,20260107 20:40:35,P005,Roll-on Deodorant,1,45.0
TRX0000229,S04,20260107 14:40:18,P011,Potato Chips,2,60.0
TRX0000230,S07,20260107 12:50:57,P008,Instant Cup Nooddle,4,60.0
TRX0000231,S04,20260107 09:15:55,P008,Instant Cup Nooddle,4,60.0
TRX0000232,S09,20260107 19:04:36,P015,Bar Soap,1,15.0
TRX0000233,S07,20260107 17:57:21,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000234,S04,20260107 10:42:01,P019,Cigarette Pack,1,120.0
TRX0000235,S09,20260107 20:57:50,P016,Toothpaste,1,55.0
TRX0000236,S02,20260107 20:10:57,P012,Mosquito Repellent,1,65.0
TRX0000237,S02,20260107 13:52:43,P003,Ice cream,3,45.0
TRX0000238,S01,20260107 12:35:27,P006,Beer can,3,165.0
TRX0000239,S04,20260107 15:00:00,P001,Cola,6,120.0
TRX0000240,S02,20260107 16:01:00,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000241,S07,20260107 10:53:45,P008,Instant Cup Nooddle,4,60.0
TRX0000242,S09,20260107 13:13:39,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000243,S06,20260107 11:32:14,P019,Cigarette Pack,1,120.0
TRX0000244,S10,20260107 18:29:58,P006,Beer can,2,110.0
TRX0000245,S10,20260107 09:40:38,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000246,S05,20260107 20:44:34,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000247,S08,20260107 20:21:25,P005,Roll-on Deodorant,1,45.0
TRX0000248,S03,20260107 19:36:12,P008,Instant Cup Nooddle,3,45.0
TRX0000249,S02,20260107 22:00:02,P017,Fish Sauce,1,30.0
TRX0000250,S01,20260107 19:37:48,P016,Toothpaste,1,55.0
TRX0000251,S05,20260107 20:02:38,P012,Mosquito Repellent,1,65.0
TRX0000252,S03,20260107 16:22:01,P003,Ice cream,3,45.0
TRX0000253,S09,20260107 12:05:19,P016,Toothpaste,1,55.0
TRX0000254,S02,20260107 11:25:36,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000255,S10,20260107 13:49:28,P001,Cola,3,60.0
TRX0000256,S04,20260107 15:00:05,P017,Fish Sauce,1,30.0
TRX0000257,S09,20260107 08:39:43,P009,Cold Medicine,1,35.0
TRX0000258,S05,20260107 21:27:51,P002,Electrolyte Drink,1,25.0
TRX0000259,S05,20260107 10:15:40,P011,Potato Chips,3,90.0
TRX0000260,S04,20260107 12:58:41,P006,Beer can,3,165.0
TRX0000261,S09,20260107 12:10:06,P002,Electrolyte Drink,1,25.0
TRX0000262,S08,20260107 11:07:11,P020,Dishwashing Liquid,1,30.0
TRX0000263,S05,20260107 13:06:59,P019,Cigarette Pack,1,120.0
TRX0000264,S10,20260107 20:37:33,P011,Potato Chips,2,60.0
TRX0000265,S10,20260107 16:41:05,P014,Loaf of Bread,2,70.0
TRX0000266,S02,20260107 12:34:21,P001,Cola,5,100.0
TRX0000267,S09,20260107 21:10:46,P001,Cola,5,100.0
TRX0000268,S05,20260107 12:58:47,P017,Fish Sauce,1,30.0
TRX0000269,S09,20260107 15:54:01,P014,Loaf of Bread,1,35.0
TRX0000270,S02,20260107 12:43:41,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000271,S07,20260107 14:52:36,P001,Cola,5,100.0
TRX0000272,S07,20260107 18:29:12,P019,Cigarette Pack,1,120.0
TRX0000273,S09,20260107 17:13:14,P006,Beer can,2,110.0
TRX0000274,S10,20260107 08:57:22,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000275,S08,20260107 20:55:03,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000276,S09,20260107 11:47:54,P014,Loaf of Bread,2,70.0
TRX0000277,S02,20260107 18:19:08,P009,Cold Medicine,1,35.0
TRX0000278,S03,20260107 21:41:19,P014,Loaf of Bread,1,35.0
TRX0000279,S01,20260107 13:26:09,P001,Cola,6,120.0
TRX0000280,S01,20260107 15:04:31,P009,Cold Medicine,1,35.0
TRX0000281,S05,20260107 20:47:58,P001,Cola,6,120.0
TRX0000282,S06,20260107 11:03:31,P011,Potato Chips,2,60.0
TRX0000283,S04,20260107 10:02:43,P019,Cigarette Pack,1,120.0
TRX0000284,S09,20260107 09:09:43,P019,Cigarette Pack,1,120.0
TRX0000285,S02,20260107 16:35:28,P017,Fish Sauce,1,30.0
TRX0000286,S05,20260107 14:04:18,P015,Bar Soap,1,15.0
TRX0000287,S07,20260107 14:45:01,P017,Fish Sauce,1,30.0
TRX0000288,S04,20260107 19:53:57,P003,Ice cream,2,30.0
TRX0000289,S05,20260107 18:54:04,P013,Candle,1,10.0
TRX0000290,S08,20260107 19:13:53,P008,Instant Cup Nooddle,4,60.0
TRX0000291,S03,20260107 18:28:43,P008,Instant Cup Nooddle,5,75.0
TRX0000292,S02,20260107 17:22:35,P019,Cigarette Pack,1,120.0
TRX0000293,S09,20260107 10:26:01,P019,Cigarette Pack,1,120.0
TRX0000294,S05,20260107 17:57:35,P011,Potato Chips,3,90.0
TRX0000295,S07,20260107 11:10:49,P015,Bar Soap,1,15.0
TRX0000296,S01,20260107 17:27:35,P020,Dishwashing Liquid,1,30.0
TRX0000297,S02,20260107 19:49:38,P006,Beer can,2,110.0
TRX0000298,S04,20260107 10:06:59,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000299,S04,20260107 18:20:29,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000300,S08,20260107 10:45:32,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000301,S09,20260107 14:19:58,P019,Cigarette Pack,1,120.0
TRX0000302,S05,20260107 20:44:38,P003,Ice cream,2,30.0
TRX0000303,S01,20260107 11:05:31,P019,Cigarette Pack,1,120.0
TRX0000304,S06,20260107 20:05:48,P008,Instant Cup Nooddle,3,45.0
TRX0000305,S06,20260107 18:59:48,P011,Potato Chips,3,90.0
TRX0000306,S01,20260107 17:49:12,P014,Loaf of Bread,2,70.0
TRX0000307,S05,20260107 17:48:21,P011,Potato Chips,3,90.0
TRX0000308,S06,20260107 11:36:20,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000309,S04,20260107 20:28:41,P011,Potato Chips,2,60.0
TRX0000310,S03,20260107 19:01:53,P007,Instant Coffee,2,20.0
TRX0000311,S05,20260107 11:24:21,P019,Cigarette Pack,1,120.0
TRX0000312,S09,20260107 20:24:05,P019,Cigarette Pack,1,120.0
TRX0000313,S02,20260107 21:21:09,P011,Potato Chips,3,90.0
TRX0000314,S05,20260107 15:38:10,P010,Folding Umbrella,1,100.0
TRX0000315,S01,20260107 16:50:17,P005,Roll-on Deodorant,1,45.0
TRX0000316,S02,20260107 11:45:08,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000317,S08,20260107 09:11:43,P001,Cola,7,140.0
TRX0000318,S10,20260107 13:14:48,P002,Electrolyte Drink,1,25.0
TRX0000319,S07,20260107 19:07:53,P012,Mosquito Repellent,1,65.0
TRX0000320,S02,20260107 16:20:39,P011,Potato Chips,3,90.0
TRX0000321,S03,20260107 21:50:08,P006,Beer can,2,110.0
TRX0000322,S09,20260107 17:51:10,P001,Cola,6,120.0
TRX0000323,S07,20260107 09:46:55,P008,Instant Cup Nooddle,4,60.0
TRX0000324,S06,20260107 13:33:28,P004,Drinking Water 1.5 Litre,2,30.0
TRX0000325,S03,20260107 16:29:34,P008,Instant Cup Nooddle,3,45.0
TRX0000326,S06,20260107 15:52:53,P008,Instant Cup Nooddle,4,60.0
TRX0000327,S02,20260107 09:26:35,P007,Instant Coffee,1,10.0
TRX0000328,S05,20260107 16:52:20,P019,Cigarette Pack,1,120.0
TRX0000329,S05,20260107 21:16:46,P015,Bar Soap,1,15.0
TRX0000330,S09,20260107 09:13:12,P007,Instant Coffee,2,20.0
TRX0000331,S02,20260107 19:43:48,P003,Ice cream,2,30.0
TRX0000332,S07,20260107 20:01:02,P015,Bar Soap,1,15.0
TRX0000333,S04,20260107 17:55:22,P007,Instant Coffee,1,10.0
TRX0000334,S04,20260107 21:46:02,P014,Loaf of Bread,2,70.0
TRX0000335,S03,20260107 08:07:56,P007,Instant Coffee,1,10.0
TRX0000336,S07,20260107 16:05:50,P006,Beer can,3,165.0
TRX0000337,S04,20260107 12:42:27,P020,Dishwashing Liquid,1,30.0
TRX0000338,S04,20260107 14:30:55,P001,Cola,5,100.0
TRX0000339,S05,20260107 16:38:37,P019,Cigarette Pack,1,120.0
TRX0000340,S04,20260107 12:32:21,P005,Roll-on Deodorant,1,45.0
TRX0000341,S08,20260107 12:19:29,P012,Mosquito Repellent,1,65.0
TRX0000342,S10,20260107 12:28:14,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000343,S02,20260107 15:00:47,P001,Cola,4,80.0
TRX0000344,S02,20260107 13:29:57,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000345,S04,20260107 11:03:01,P003,Ice cream,4,60.0
TRX0000346,S10,20260107 16:41:28,P008,Instant Cup Nooddle,3,45.0
TRX0000347,S05,20260107 08:23:23,P015,Bar Soap,1,15.0
TRX0000348,S09,20260107 20:12:13,P003,Ice cream,3,45.0
TRX0000349,S08,20260107 14:24:22,P016,Toothpaste,1,55.0
TRX0000350,S06,20260107 19:43:32,P016,Toothpaste,1,55.0
TRX0000351,S07,20260107 09:31:49,P009,Cold Medicine,1,35.0
TRX0000352,S09,20260107 09:46:27,P008,Instant Cup Nooddle,4,60.0
TRX0000353,S07,20260107 21:19:25,P010,Folding Umbrella,1,100.0
TRX0000354,S01,20260107 08:06:35,P014,Loaf of Bread,1,35.0
TRX0000355,S07,20260107 15:04:38,P011,Potato Chips,3,90.0
TRX0000356,S10,20260107 20:09:23,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000357,S01,20260107 12:30:24,P008,Instant Cup Nooddle,3,45.0
TRX0000358,S01,20260107 19:03:14,P008,Instant Cup Nooddle,4,60.0
TRX0000359,S07,20260107 12:15:25,P005,Roll-on Deodorant,1,45.0
TRX0000360,S05,20260107 14:11:26,P019,Cigarette Pack,1,120.0
TRX0000361,S10,20260107 13:41:41,P001,Cola,6,120.0
TRX0000362,S10,20260107 11:01:01,P014,Loaf of Bread,1,35.0
TRX0000363,S10,20260107 17:46:35,P019,Cigarette Pack,1,120.0
TRX0000364,S01,20260107 21:21:21,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000365,S01,20260107 16:26:02,P006,Beer can,3,165.0
