transaction_id,store_id,sale_date,product_id,product_name,units_sold,sales_amount
TRX0000046,S08,20260110 14:29:42,P003,Ice cream,2,30.0
TRX0000047,S01,20260110 16:28:24,P002,Electrolyte Drink,1,25.0
TRX0000048,S09,20260110 13:57:26,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000049,S02,20260110 13:34:43,P007,Instant Coffee,1,10.0
TRX0000050,S01,20260110 21:32:47,P012,Mosquito Repellent,1,65.0
TRX0000051,S08,20260110 11:33:23,P019,Cigarette Pack,1,120.0
TRX0000052,S07,20260110 18:37:51,P006,Beer can,2,110.0
TRX0000053,S04,20260110 08:22:25,P002,Electrolyte Drink,1,25.0
TRX0000054,S02,20260110 10:51:20,P009,Cold Medicine,1,35.0
TRX0000055,S07,20260110 19:34:34,P003,Ice cream,3,45.0
TRX0000056,S05,20260110 15:37:00,P006,Beer can,2,110.0
TRX0000057,S07,20260110 11:10:57,P007,Instant Coffee,2,20.0
TRX0000058,S08,20260110 13:14:37,P003,Ice cream,4,60.0
TRX0000059,S02,20260110 10:30:47,P001,Cola,7,140.0
TRX0000060,S07,20260110 11:36:41,P015,Bar Soap,1,15.0
TRX0000061,S01,20260110 10:37:06,P019,Cigarette Pack,1,120.0
TRX0000062,S06,20260110 08:09:54,P017,Fish Sauce,1,30.0
TRX0000063,S01,20260110 12:00:11,P019,Cigarette Pack,1,120.0
TRX0000064,S07,20260110 19:47:35,P003,Ice cream,3,45.0
TRX0000065,S06,20260110 18:58:16,P001,Cola,6,120.0
TRX0000066,S01,20260110 21:54:15,P014,Loaf of Bread,2,70.0
TRX0000067,S09,20260110 19:50:28,P001,Cola,6,120.0
TRX0000068,S01,20260110 11:51:35,P014,Loaf of Bread,2,70.0
TRX0000069,S06,20260110 18:34:25,P001,Cola,7,140.0
TRX0000070,S08,20260110 13:04:16,P012,Mosquito Repellent,1,65.0
TRX0000071,S07,20260110 19:58:02,P002,Electrolyte Drink,1,25.0
TRX0000072,S05,20260110 13:23:20,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000073,S02,20260110 16:50:22,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000074,S02,20260110 20:56:43,P002,Electrolyte Drink,1,25.0
TRX0000075,S01,20260110 08:24:33,P003,Ice cream,2,30.0
TRX0000076,S01,20260110 21:09:54,P011,Potato Chips,5,150.0
TRX0000077,S06,20260110 08:58:08,P017,Fish Sauce,1,30.0
TRX0000078,S05,20260110 11:08:51,P019,Cigarette Pack,1,120.0
TRX0000079,S08,20260110 20:03:08,P002,Electrolyte Drink,1,25.0
TRX0000080,S03,20260110 20:51:23,P006,Beer can,2,110.0
TRX0000081,S02,20260110 12:33:54,P006,Beer can,1,55.0
TRX0000082,S10,20260110 20:31:08,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000083,S02,20260110 08:14:46,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000084,S09,20260110 20:39:43,P003,Ice cream,4,60.0
TRX0000085,S09,20260110 19:19:16,P014,Loaf of Bread,1,35.0
TRX0000086,S04,20260110 19:37:09,P014,Loaf of Bread,1,35.0
TRX0000087,S01,20260110 17:36:01,P009,Cold Medicine,1,35.0
TRX0000088,S04,20260110 14:47:11,P012,Mosquito Repellent,1,65.0
TRX0000089,S07,20260110 15:09:35,P015,Bar Soap,1,15.0
TRX0000090,S10,20260110 12:30:58,P015,Bar Soap,1,15.0
TRX0000091,S07,20260110 20:04:46,P020,Dishwashing Liquid,1,30.0
TRX0000092,S04,20260110 08:10:36,P012,Mosquito Repellent,1,65.0
TRX0000093,S04,20260110 12:36:14,P008,Instant Cup Nooddle,3,45.0
TRX0000094,S06,20260110 19:22:20,P008,Instant Cup Nooddle,4,60.0
TRX0000095,S03,20260110 17:30:52,P013,Candle,1,10.0
TRX0000096,S02,20260110 19:02:40,P019,Cigarette Pack,1,120.0
TRX0000097,S03,20260110 09:32:53,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000098,S08,20260110 20:39:58,P008,Instant Cup Nooddle,3,45.0
TRX0000099,S05,20260110 21:04:48,P016,Toothpaste,1,55.0
TRX0000100,S02,20260110 15:12:30,P006,Beer can,2,110.0
TRX0000101,S07,20260110 12:56:57,P015,Bar Soap,1,15.0
TRX0000102,S01,20260110 16:53:42,P008,Instant Cup Nooddle,3,45.0
TRX0000103,S10,20260110 10:25:38,P005,Roll-on Deodorant,1,45.0
TRX0000104,S08,20260110 16:34:50,P001,Cola,7,140.0
TRX0000105,S10,20260110 20:17:29,P008,Instant Cup Nooddle,3,45.0
TRX0000106,S08,20260110 16:41:48,P005,Roll-on Deodorant,1,45.0
TRX0000107,S04,20260110 20:07:20,P002,Electrolyte Drink,1,25.0
TRX0000108,S09,20260110 17:17:47,P012,Mosquito Repellent,1,65.0
TRX0000109,S02,20260110 14:42:47,P007,Instant Coffee,1,10.0
TRX0000110,S08,20260110 12:50:03,P003,Ice cream,2,30.0
TRX0000111,S02,20260110 13:06:07,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000112,S08,20260110 17:20:13,P001,Cola,6,120.0
TRX0000113,S02,20260110 17:59:34,P009,Cold Medicine,1,35.0
TRX0000114,S06,20260110 10:24:55,P006,Beer can,2,110.0
TRX0000115,S03,20260110 18:46:53,P020,Dishwashing Liquid,1,30.0
TRX0000116,S02,20260110 10:19:55,P016,Toothpaste,1,55.0
TRX0000117,S07,20260110 20:35:08,P006,Beer can,2,110.0
TRX0000118,S07,20260110 11:09:43,P001,Cola,3,60.0
TRX0000119,S01,20260110 17:49:01,P001,Cola,6,120.0
TRX0000120,S02,20260110 10:49:31,P009,Cold Medicine,1,35.0
TRX0000121,S01,20260110 13:46:01,P014,Loaf of Bread,1,35.0
TRX0000122,S10,20260110 18:05:50,P006,Beer can,2,110.0
TRX0000123,S09,20260110 12:30:24,P016,Toothpaste,1,55.0
TRX0000124,S07,20260110 13:07:28,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000125,S09,20260110 09:51:10,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000126,S05,20260110 08:05:06,P007,Instant Coffee,2,20.0
TRX0000127,S07,20260110 08:55:35,P003,Ice cream,3,45.0
TRX0000128,S02,20260110 20:45:43,P008,Instant Cup Nooddle,4,60.0
TRX0000129,S06,20260110 16:01:59,P003,Ice cream,3,45.0
TRX0000130,S02,20260110 09:02:01,P014,Loaf of Bread,2,70.0
TRX0000131,S09,20260110 09:45:35,P009,Cold Medicine,1,35.0
TRX0000132,S09,20260110 08:51:44,P003,Ice cream,2,30.0
TRX0000133,S10,20260110 15:13:28,P013,Candle,1,10.0
TRX0000134,S02,20260110 11:19:29,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000135,S07,20260110 16:04:04,P001,Cola,5,100.0
TRX0000136,S06,20260110 17:22:43,P019,Cigarette Pack,1,120.0
TRX0000137,S07,20260110 09:20:46,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000138,S03,20260110 21:55:36,P019,Cigarette Pack,1,120.0
TRX0000139,S04,20260110 20:04:13,P006,Beer can,3,165.0
TRX0000140,S10,20260110 14:52:21,P008,Instant Cup Nooddle,3,45.0
TRX0000141,S05,20260110 08:10:29,P006,Beer can,2,110.0
TRX0000142,S03,20260110 13:00:18,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000143,S01,20260110 18:43:32,P003,Ice cream,4,60.0
TRX0000144,S05,20260110 18:07:21,P014,Loaf of Bread,2,70.0
TRX0000145,S02,20260110 09:44:00,P005,Roll-on Deodorant,1,45.0
TRX0000146,S07,20260110 20:19:06,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000147,S07,20260110 16:15:50,P015,Bar Soap,1,15.0
TRX0000148,S05,20260110 16:16:50,P006,Beer can,2,110.0
TRX0000149,S03,20260110 10:21:11,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000150,S09,20260110 20:23:51,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000151,S01,20260110 17:48:15,P005,Roll-on Deodorant,1,45.0
TRX0000152,S05,20260110 17:07:39,P015,Bar Soap,2,30.0
TRX0000153,S02,20260110 20:05:35,P003,Ice cream,2,30.0
TRX0000154,S07,20260110 16:59:40,P017,Fish Sauce,1,30.0
TRX0000155,S06,20260110 12:41:55,P019,Cigarette Pack,1,120.0
TRX0000156,S03,20260110 15:22:30,P006,Beer can,3,165.0
TRX0000157,S02,20260110 14:33:46,P016,Toothpaste,1,55.0
TRX0000158,S03,20260110 15:17:08,P005,Roll-on Deodorant,1,45.0
TRX0000159,S07,20260110 19:11:51,P017,Fish Sauce,1,30.0
TRX0000160,S07,20260110 10:20:20,P015,Bar Soap,1,15.0
TRX0000161,S10,20260110 10:07:34,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000162,S06,20260110 13:49:21,P019,Cigarette Pack,1,120.0
TRX0000163,S02,20260110 21:32:53,P016,Toothpaste,1,55.0
TRX0000164,S09,20260110 13:24:03,P001,Cola,5,100.0
TRX0000165,S10,20260110 15:10:23,P011,Potato Chips,4,120.0
TRX0000166,S09,20260110 13:40:43,P001,Cola,5,100.0
TRX0000167,S04,20260110 20:24:49,P014,Loaf of Bread,1,35.0
TRX0000168,S06,20260110 17:23:21,P003,Ice cream,3,45.0
TRX0000169,S02,20260110 16:27:54,P011,Potato Chips,3,90.0
TRX0000170,S08,20260110 19:19:28,P016,Toothpaste,1,55.0
TRX0000171,S02,20260110 20:33:27,P015,Bar Soap,1,15.0
TRX0000172,S10,20260110 11:22:05,P012,Mosquito Repellent,1,65.0
TRX0000173,S07,20260110 12:20:33,P008,Instant Cup Nooddle,4,60.0
TRX0000174,S06,20260110 13:57:55,P019,Cigarette Pack,1,120.0
TRX0000175,S03,20260110 11:40:21,P009,Cold Medicine,1,35.0
TRX0000176,S08,20260110 21:16:59,P012,Mosquito Repellent,1,65.0
TRX0000177,S02,20260110 14:50:25,P008,Instant Cup Nooddle,4,60.0
TRX0000178,S02,20260110 21:34:41,P019,Cigarette Pack,1,120.0
TRX0000179,S02,20260110 21:55:59,P019,Cigarette Pack,1,120.0
TRX0000180,S04,20260110 13:28:29,P019,Cigarette Pack,1,120.0
TRX0000181,S01,20260110 16:10:29,P006,Beer can,2,110.0
TRX0000182,S09,20260110 11:48:48,P019,Cigarette Pack,1,120.0
TRX0000183,S06,20260110 17:53:05,P014,Loaf of Bread,1,35.0
TRX0000184,S05,20260110 11:02:37,P003,Ice cream,2,30.0
TRX0000185,S02,20260110 13:23:52,P014,Loaf of Bread,1,35.0
TRX0000186,S05,20260110 17:23:24,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000187,S07,20260110 21:16:16,P008,Instant Cup Nooddle,4,60.0
TRX0000188,S02,20260110 16:45:47,P019,Cigarette Pack,1,120.0
TRX0000189,S02,20260110 12:31:21,P015,Bar Soap,1,15.0
TRX0000190,S05,20260110 17:06:24,P006,Beer can,2,110.0
TRX0000191,S07,20260110 18:46:45,P017,Fish Sauce,1,30.0
TRX0000192,S08,20260110 19:53:01,P011,Potato Chips,3,90.0
TRX0000193,S02,20260110 13:27:51,P011,Potato Chips,4,120.0
TRX0000194,S07,20260110 18:29:54,P004,Drinking Water 1.5 Litre,6,90.0
TRX0000195,S04,20260110 08:42:51,P007,Instant Coffee,1,10.0
TRX0000196,S04,20260110 19:28:58,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000197,S09,20260110 09:16:21,P003,Ice cream,3,45.0
TRX0000198,S01,20260110 13:42:44,P008,Instant Cup Nooddle,4,60.0
TRX0000199,S06,20260110 21:36:28,P020,Dishwashing Liquid,1,30.0
TRX0000200,S09,20260110 12:17:03,P003,Ice cream,3,45.0
TRX0000201,S01,20260110 17:23:37,P005,Roll-on Deodorant,1,45.0
TRX0000202,S04,20260110 12:39:30,P015,Bar Soap,1,15.0
TRX0000203,S01,20260110 20:44:06,P019,Cigarette Pack,1,120.0
TRX0000204,S06,20260110 16:55:18,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000205,S02,20260110 20:12:39,P019,Cigarette Pack,1,120.0
TRX0000206,S06,20260110 15:30:40,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000207,S07,20260110 08:53:53,P011,Potato Chips,4,120.0
TRX0000208,S09,20260110 18:01:28,P020,Dishwashing Liquid,1,30.0
TRX0000209,S01,20260110 21:20:15,P001,Cola,5,100.0
TRX0000210,S07,20260110 11:10:00,P008,Instant Cup Nooddle,2,30.0
TRX0000211,S05,20260110 17:39:30,P002,Electrolyte Drink,1,25.0
TRX0000212,S02,20260110 09:10:12,P008,Instant Cup Nooddle,4,60.0
TRX0000213,S02,20260110 20:22:43,P006,Beer can,2,110.0
TRX0000214,S01,20260110 08:20:44,P006,Beer can,2,110.0
TRX0000215,S01,20260110 13:24:14,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000216,S03,20260110 16:53:47,P020,Dishwashing Liquid,1,30.0
TRX0000217,S07,20260110 19:00:42,P001,Cola,5,100.0
TRX0000218,S01,20260110 08:12:30,P006,Beer can,2,110.0
TRX0000219,S06,20260110 16:00:16,P001,Cola,8,160.0
TRX0000220,S03,20260110 13:36:53,P007,Instant Coffee,1,10.0
TRX0000221,S09,20260110 08:16:29,P001,Cola,6,120.0
TRX0000222,S01,20260110 21:47:33,P009,Cold Medicine,1,35.0
TRX0000223,S09,20260110 18:04:24,P011,Potato Chips,3,90.0
TRX0000224,S01,20260110 19:24:33,P005,Roll-on Deodorant,1,45.0
TRX0000225,S01,20260110 13:41:58,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000226,S04,20260110 14:49:50,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000227,S02,20260110 20:11:42,P008,Instant Cup Nooddle,4,60.0
TRX0000228,S06,20260110 08:43:01,P008,Instant Cup Nooddle,3,45.0
TRX0000229,S02,20260110 19:28:45,P012,Mosquito Repellent,1,65.0
TRX0000230,S06,20260110 17:29:46,P003,Ice cream,4,60.0
TRX0000231,S05,20260110 17:11:45,P002,Electrolyte Drink,1,25.0
TRX0000232,S05,20260110 09:54:08,P006,Beer can,3,165.0
TRX0000233,S04,20260110 17:59:59,P020,Dishwashing Liquid,1,30.0
TRX0000234,S07,20260110 13:34:05,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000235,S07,20260110 14:15:25,P015,Bar Soap,1,15.0
TRX0000236,S08,20260110 11:39:55,P016,Toothpaste,1,55.0
TRX0000237,S07,20260110 13:39:20,P001,Cola,5,100.0
TRX0000238,S05,20260110 13:01:15,P015,Bar Soap,1,15.0
TRX0000239,S08,20260110 12:35:12,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000240,S06,20260110 14:55:30,P001,Cola,4,80.0
TRX0000241,S02,20260110 10:18:06,P007,Instant Coffee,1,10.0
TRX0000242,S02,20260110 09:15:43,P015,Bar Soap,1,15.0
TRX0000243,S07,20260110 10:22:44,P006,Beer can,2,110.0
TRX0000244,S06,20260110 18:52:46,P019,Cigarette Pack,1,120.0
TRX0000245,S09,20260110 20:37:21,P007,Instant Coffee,2,20.0
TRX0000246,S07,20260110 19:03:31,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000247,S08,20260110 21:57:01,P016,Toothpaste,1,55.0
TRX0000248,S05,20260110 09:56:26,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000249,S07,20260110 12:06:53,P015,Bar Soap,1,15.0
TRX0000250,S07,20260110 14:29:28,P014,Loaf of Bread,2,70.0
TRX0000251,S05,20260110 10:50:22,P005,Roll-on Deodorant,1,45.0
TRX0000252,S01,20260110 18:48:23,P019,Cigarette Pack,1,120.0
TRX0000253,S06,20260110 21:16:40,P008,Instant Cup Nooddle,5,75.0
TRX0000254,S10,20260110 11:27:49,P017,Fish Sauce,1,30.0
TRX0000255,S07,20260110 14:21:10,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000256,S10,20260110 16:50:31,P001,Cola,4,80.0
TRX0000257,S06,20260110 10:24:18,P020,Dishwashing Liquid,1,30.0
TRX0000258,S03,20260110 12:29:54,P001,Cola,5,100.0
TRX0000259,S02,20260110 11:27:27,P005,Roll-on Deodorant,1,45.0
TRX0000260,S04,20260110 11:09:36,P009,Cold Medicine,1,35.0
TRX0000261,S03,20260110 11:55:01,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000262,S07,20260110 13:56:58,P001,Cola,6,120.0
TRX0000263,S01,20260110 19:01:33,P017,Fish Sauce,1,30.0
TRX0000264,S06,20260110 14:29:00,P012,Mosquito Repellent,1,65.0
TRX0000265,S08,20260110 08:24:46,P006,Beer can,2,110.0
TRX0000266,S01,20260110 14:40:26,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000267,S07,20260110 15:22:41,P011,Potato Chips,4,120.0
TRX0000268,S09,20260110 13:45:16,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000269,S01,20260110 18:53:03,P001,Cola,5,100.0
TRX0000270,S02,20260110 10:50:52,P015,Bar Soap,1,15.0
TRX0000271,S09,20260110 19:25:07,P017,Fish Sauce,1,30.0
TRX0000272,S04,20260110 11:09:22,P013,Candle,1,10.0
TRX0000273,S06,20260110 09:23:54,P008,Instant Cup Nooddle,2,30.0
TRX0000274,S05,20260110 17:36:41,P015,Bar Soap,1,15.0
TRX0000275,S02,20260110 17:32:29,P002,Electrolyte Drink,1,25.0
TRX0000276,S08,20260110 11:00:29,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000277,S02,20260110 19:48:28,P014,Loaf of Bread,1,35.0
TRX0000278,S04,20260110 10:42:35,P008,Instant Cup Nooddle,3,45.0
TRX0000279,S08,20260110 14:22:32,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000280,S09,20260110 19:01:22,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000281,S07,20260110 21:51:43,P006,Beer can,3,165.0
TRX0000282,S10,20260110 08:33:43,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000283,S05,20260110 21:19:41,P003,Ice cream,3,45.0
TRX0000284,S01,20260110 21:48:59,P007,Instant Coffee,2,20.0
TRX0000285,S05,20260110 21:49:02,P006,Beer can,3,165.0
TRX0000286,S06,20260110 09:49:38,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000287,S04,20260110 20:17:32,P020,Dishwashing Liquid,1,30.0
TRX0000288,S05,20260110 11:49:28,P001,Cola,6,120.0
TRX0000289,S03,20260110 11:43:48,P009,Cold Medicine,1,35.0
TRX0000290,S04,20260110 19:00:49,P008,Instant Cup Nooddle,4,60.0
TRX0000291,S03,20260110 10:07:43,P001,Cola,5,100.0
TRX0000292,S05,20260110 21:00:38,P016,Toothpaste,1,55.0
TRX0000293,S05,20260110 18:38:56,P001,Cola,4,80.0
TRX0000294,S04,20260110 09:27:53,P014,Loaf of Bread,2,70.0
TRX0000295,S01,20260110 08:02:51,P015,Bar Soap,1,15.0
TRX0000296,S07,20260110 19:19:01,P019,Cigarette Pack,1,120.0
TRX0000297,S02,20260110 13:17:47,P001,Cola,5,100.0
TRX0000298,S08,20260110 21:50:03,P017,Fish Sauce,1,30.0
TRX0000299,S07,20260110 11:14:33,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000300,S01,20260110 10:03:49,P002,Electrolyte Drink,1,25.0
TRX0000301,S06,20260110 08:15:38,P001,Cola,5,100.0
TRX0000302,S02,20260110 20:01:21,P019,Cigarette Pack,1,120.0
TRX0000303,S08,20260110 08:21:06,P007,Instant Coffee,2,20.0
TRX0000304,S06,20260110 21:50:59,P008,Instant Cup Nooddle,3,45.0
TRX0000305,S03,20260110 10:38:01,P001,Cola,8,160.0
TRX0000306,S01,20260110 19:39:10,P019,Cigarette Pack,1,120.0
TRX0000307,S06,20260110 19:51:13,P006,Beer can,3,165.0
TRX0000308,S04,20260110 12:53:14,P019,Cigarette Pack,1,120.0
TRX0000309,S06,20260110 16:53:51,P009,Cold Medicine,1,35.0
TRX0000310,S09,20260110 21:27:44,P014,Loaf of Bread,1,35.0
TRX0000311,S07,20260110 18:52:11,P011,Potato Chips,2,60.0
TRX0000312,S04,20260110 13:05:29,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000313,S03,20260110 10:52:19,P003,Ice cream,3,45.0
TRX0000314,S05,20260110 16:22:33,P008,Instant Cup Nooddle,3,45.0
TRX0000315,S10,20260110 09:02:55,P019,Cigarette Pack,1,120.0
TRX0000316,S09,20260110 13:06:57,P007,Instant Coffee,2,20.0
TRX0000317,S08,20260110 11:12:03,P011,Potato Chips,4,120.0
TRX0000318,S05,20260110 19:52:42,P001,Cola,6,120.0
TRX0000319,S02,20260110 19:43:16,P006,Beer can,2,110.0
TRX0000320,S07,20260110 19:47:48,P002,Electrolyte Drink,1,25.0
TRX0000321,S07,20260110 17:50:46,P015,Bar Soap,1,15.0
TRX0000322,S01,20260110 19:16:15,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000323,S09,20260110 08:06:57,P006,Beer can,3,165.0
TRX0000324,S05,20260110 21:44:06,P003,Ice cream,2,30.0
TRX0000325,S01,20260110 13:27:06,P016,Toothpaste,1,55.0
TRX0000326,S01,20260110 11:58:29,P005,Roll-on Deodorant,1,45.0
TRX0000327,S01,20260110 18:07:49,P001,Cola,5,100.0
TRX0000328,S02,20260110 11:19:04,P015,Bar Soap,1,15.0
TRX0000329,S07,20260110 12:40:01,P008,Instant Cup Nooddle,5,75.0
TRX0000330,S07,20260110 11:14:19,P006,Beer can,2,110.0
TRX0000331,S07,20260110 19:25:55,P003,Ice cream,2,30.0
TRX0000332,S02,20260110 17:54:02,P019,Cigarette Pack,1,120.0
TRX0000333,S02,20260110 11:06:44,P014,Loaf of Bread,2,70.0
TRX0000334,S02,20260110 12:47:32,P006,Beer can,3,165.0
TRX0000335,S06,20260110 20:09:18,P009,Cold Medicine,1,35.0
TRX0000336,S09,20260110 15:01:47,P016,Toothpaste,1,55.0
TRX0000337,S04,20260110 16:08:31,P003,Ice cream,4,60.0
TRX0000338,S09,20260110 13:25:52,P008,Instant Cup Nooddle,3,45.0
TRX0000339,S04,20260110 10:27:17,P020,Dishwashing Liquid,1,30.0
TRX0000340,S04,20260110 15:40:54,P006,Beer can,3,165.0
TRX0000341,S07,20260110 19:02:23,P006,Beer can,3,165.0
TRX0000342,S03,20260110 08:43:23,P016,Toothpaste,1,55.0
TRX0000343,S03,20260110 08:27:54,P017,Fish Sauce,1,30.0
TRX0000344,S05,20260110 16:26:09,P008,Instant Cup Nooddle,4,60.0
TRX0000345,S04,20260110 21:30:34,P020,Dishwashing Liquid,1,30.0
TRX0000346,S02,20260110 12:30:16,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000347,S08,20260110 12:33:54,P003,Ice cream,3,45.0
TRX0000348,S06,20260110 08:35:39,P019,Cigarette Pack,1,120.0
TRX0000349,S04,20260110 15:05:30,P008,Instant Cup Nooddle,3,45.0
TRX0000350,S07,20260110 21:36:18,P003,Ice cream,3,45.0
TRX0000351,S06,20260110 18:01:17,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000352,S03,20260110 10:53:06,P014,Loaf of Bread,1,35.0
TRX0000353,S02,20260110 14:09:53,P008,Instant Cup Nooddle,3,45.0
TRX0000354,S02,20260110 12:19:34,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000355,S04,20260110 15:46:23,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000356,S07,20260110 21:50:02,P012,Mosquito Repellent,1,65.0
TRX0000357,S01,20260110 14:14:15,P011,Potato Chips,3,90.0
TRX0000358,S06,20260110 15:59:07,P005,Roll-on Deodorant,1,45.0
TRX0000359,S06,20260110 20:32:06,P008,Instant Cup Nooddle,4,60.0
TRX0000360,S01,20260110 21:51:00,P003,Ice cream,3,45.0
TRX0000361,S08,20260110 08:24:36,P015,Bar Soap,1,15.0
TRX0000362,S02,20260110 20:24:33,P015,Bar Soap,1,15.0
TRX0000363,S10,20260110 13:23:39,P006,Beer can,2,110.0
TRX0000364,S09,20260110 14:56:20,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000365,S01,20260110 15:36:26,P007,Instant Coffee,2,20.0
TRX0000366,S09,20260110 10:05:11,P019,Cigarette Pack,1,120.0
TRX0000367,S10,20260110 14:27:11,P007,Instant Coffee,1,10.0
TRX0000368,S08,20260110 14:56:04,P014,Loaf of Bread,2,70.0
