transaction_id,store_id,sale_date,product_id,product_name,units_sold,sales_amount
TRX0000095,S10,20260104 09:11:10,P019,Cigarette Pack,1,120.0
TRX0000096,S02,20260104 14:29:25,P003,Ice cream,2,30.0
TRX0000097,S02,20260104 10:37:11,P009,Cold Medicine,1,35.0
TRX0000098,S08,20260104 14:56:40,P011,Potato Chips,4,120.0
TRX0000099,S05,20260104 20:47:57,P001,Cola,5,100.0
TRX0000100,S09,20260104 18:51:46,P017,Fish Sauce,1,30.0
TRX0000101,S01,20260104 21:12:27,P001,Cola,7,140.0
TRX0000102,S05,20260104 15:31:26,P019,Cigarette Pack,1,120.0
TRX0000103,S03,20260104 17:57:46,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000104,S10,20260104 17:58:35,P014,Loaf of Bread,2,70.0
TRX0000105,S02,20260104 19:44:53,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000106,S02,20260104 09:33:05,P007,Instant Coffee,2,20.0
TRX0000107,S06,20260104 20:56:17,P015,Bar Soap,1,15.0
TRX0000108,S02,20260104 11:03:34,P004,Drinking Water 1.5 Litre,6,90.0
TRX0000109,S02,20260104 21:24:43,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000110,S06,20260104 21:42:22,P011,Potato Chips,2,60.0
TRX0000111,S02,20260104 09:14:38,P003,Ice cream,3,45.0
TRX0000112,S02,20260104 09:01:33,P008,Instant Cup Nooddle,4,60.0
TRX0000113,S04,20260104 18:56:24,P011,Potato Chips,3,90.0
TRX0000114,S03,20260104 10:03:29,P012,Mosquito Repellent,1,65.0
TRX0000115,S02,20260104 12:39:31,P002,Electrolyte Drink,1,25.0
TRX0000116,S01,20260104 16:02:51,P003,Ice cream,3,45.0
TRX0000117,S01,20260104 12:45:31,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000118,S05,20260104 13:52:42,P016,Toothpaste,1,55.0
TRX0000119,S09,20260104 17:42:35,P006,Beer can,2,110.0
TRX0000120,S09,20260104 16:47:10,P016,Toothpaste,1,55.0
TRX0000121,S03,20260104 19:00:20,P009,Cold Medicine,1,35.0
TRX0000122,S06,20260104 22:17:22,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000123,S05,20260104 08:51:15,P007,Instant Coffee,2,20.0
TRX0000124,S08,20260104 22:17:43,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000125,S04,20260104 18:46:48,P014,Loaf of Bread,1,35.0
TRX0000126,S02,20260104 09:10:22,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000127,S07,20260104 15:53:55,P020,Dishwashing Liquid,1,30.0
TRX0000128,S02,20260104 18:54:24,P001,Cola,4,80.0
TRX0000129,S06,20260104 22:33:58,P001,Cola,6,120.0
TRX0000130,S04,20260104 09:00:43,P016,Toothpaste,1,55.0
TRX0000131,S04,20260104 17:13:39,P002,Electrolyte Drink,1,25.0
TRX0000132,S09,20260104 12:02:15,P009,Cold Medicine,1,35.0
TRX0000133,S04,20260104 12:21:00,P012,Mosquito Repellent,1,65.0
TRX0000134,S04,20260104 20:43:46,P003,Ice cream,3,45.0
TRX0000135,S06,20260104 19:58:44,P019,Cigarette Pack,1,120.0
TRX0000136,S08,20260104 09:34:22,P012,Mosquito Repellent,1,65.0
TRX0000137,S06,20260104 16:24:16,P008,Instant Cup Nooddle,4,60.0
TRX0000138,S04,20260104 17:00:10,P006,Beer can,3,165.0
TRX0000139,S01,20260104 18:07:45,P006,Beer can,2,110.0
TRX0000140,S01,20260104 19:27:19,P006,Beer can,3,165.0
TRX0000141,S04,20260104 09:47:11,P009,Cold Medicine,1,35.0
TRX0000142,S08,20260104 21:43:37,P008,Instant Cup Nooddle,4,60.0
TRX0000143,S08,20260104 14:34:40,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000144,S02,20260104 19:16:20,P001,Cola,6,120.0
TRX0000145,S06,20260104 10:12:49,P001,Cola,6,120.0
TRX0000146,S06,20260104 15:39:30,P007,Instant Coffee,2,20.0
TRX0000147,S09,20260104 09:24:53,P006,Beer can,3,165.0
TRX0000148,S07,20260104 22:01:04,P001,Cola,4,80.0
TRX0000149,S07,20260104 09:10:39,P014,Loaf of Bread,1,35.0
TRX0000150,S01,20260104 19:31:14,P006,Beer can,2,110.0
TRX0000151,S04,20260104 10:21:12,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000152,S02,20260104 11:06:45,P014,Loaf of Bread,2,70.0
TRX0000153,S02,20260104 21:33:58,P008,Instant Cup Nooddle,4,60.0
TRX0000154,S10,20260104 11:43:59,P003,Ice cream,3,45.0
TRX0000155,S09,20260104 18:26:05,P008,Instant Cup Nooddle,2,30.0
TRX0000156,S09,20260104 21:21:57,P017,Fish Sauce,1,30.0
TRX0000157,S06,20260104 18:18:07,P007,Instant Coffee,2,20.0
TRX0000158,S07,20260104 19:56:50,P017,Fish Sauce,1,30.0
TRX0000159,S08,20260104 17:00:23,P014,Loaf of Bread,1,35.0
TRX0000160,S08,20260104 14:35:07,P009,Cold Medicine,1,35.0
TRX0000161,S08,20260104 13:47:54,P001,Cola,5,100.0
TRX0000162,S09,20260104 15:02:35,P020,Dishwashing Liquid,1,30.0
TRX0000163,S10,20260104 10:59:40,P011,Potato Chips,2,60.0
TRX0000164,S08,20260104 15:32:37,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000165,S03,20260104 21:07:33,P003,Ice cream,3,45.0
TRX0000166,S02,20260104 09:07:31,P007,Instant Coffee,2,20.0
TRX0000167,S09,20260104 20:11:42,P005,Roll-on Deodorant,1,45.0
TRX0000168,S09,20260104 14:39:00,P012,Mosquito Repellent,1,65.0
TRX0000169,S08,20260104 16:20:02,P014,Loaf of Bread,1,35.0
TRX0000170,S02,20260104 22:17:45,P011,Potato Chips,3,90.0
TRX0000171,S01,20260104 12:14:30,P016,Toothpaste,1,55.0
TRX0000172,S08,20260104 17:20:48,P005,Roll-on Deodorant,1,45.0
TRX0000173,S05,20260104 15:39:59,P019,Cigarette Pack,1,120.0
TRX0000174,S05,20260104 14:31:39,P019,Cigarette Pack,1,120.0
TRX0000175,S04,20260104 19:39:01,P011,Potato Chips,4,120.0
TRX0000176,S02,20260104 17:12:36,P005,Roll-on Deodorant,1,45.0
TRX0000177,S02,20260104 12:03:08,P017,Fish Sauce,1,30.0
TRX0000178,S06,20260104 21:50:25,P008,Instant Cup Nooddle,3,45.0
TRX0000179,S01,20260104 09:06:13,P001,Cola,4,80.0
TRX0000180,S10,20260104 11:39:47,P009,Cold Medicine,1,35.0
TRX0000181,S09,20260104 17:00:41,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000182,S10,20260104 11:01:43,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000183,S02,20260104 21:34:24,P020,Dishwashing Liquid,1,30.0
TRX0000184,S09,20260104 15:48:15,P019,Cigarette Pack,1,120.0
TRX0000185,S04,20260104 16:32:34,P015,Bar Soap,1,15.0
TRX0000186,S07,20260104 18:33:08,P015,Bar Soap,1,15.0
TRX0000187,S07,20260104 21:47:15,P011,Potato Chips,3,90.0
TRX0000188,S10,20260104 21:32:37,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000189,S07,20260104 13:23:24,P001,Cola,6,120.0
TRX0000190,S02,20260104 12:29:44,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000191,S01,20260104 14:41:55,P008,Instant Cup Nooddle,3,45.0
TRX0000192,S05,20260104 13:36:16,P006,Beer can,3,165.0
TRX0000193,S01,20260104 15:01:38,P015,Bar Soap,1,15.0
TRX0000194,S02,20260104 15:23:13,P006,Beer can,2,110.0
TRX0000195,S02,20260104 14:38:52,P011,Potato Chips,4,120.0
TRX0000196,S07,20260104 21:09:29,P011,Potato Chips,3,90.0
TRX0000197,S02,20260104 15:41:33,P001,Cola,6,120.0
TRX0000198,S04,20260104 16:44:50,P011,Potato Chips,4,120.0
TRX0000199,S01,20260104 13:22:18,P003,Ice cream,4,60.0
TRX0000200,S09,20260104 14:56:11,P001,Cola,4,80.0
TRX0000201,S01,20260104 22:01:10,P012,Mosquito Repellent,1,65.0
TRX0000202,S03,20260104 10:06:50,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000203,S02,20260104 17:54:40,P011,Potato Chips,3,90.0
TRX0000204,S03,20260104 16:11:03,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000205,S06,20260104 18:55:21,P002,Electrolyte Drink,1,25.0
TRX0000206,S09,20260104 09:22:10,P012,Mosquito Repellent,1,65.0
TRX0000207,S01,20260104 20:58:24,P003,Ice cream,3,45.0
TRX0000208,S03,20260104 21:10:59,P001,Cola,7,140.0
TRX0000209,S07,20260104 12:39:14,P011,Potato Chips,2,60.0
TRX0000210,S07,20260104 12:43:32,P011,Potato Chips,4,120.0
TRX0000211,S07,20260104 12:47:02,P008,Instant Cup Nooddle,3,45.0
TRX0000212,S03,20260104 12:26:57,P003,Ice cream,3,45.0
TRX0000213,S03,20260104 15:36:18,P003,Ice cream,3,45.0
TRX0000214,S03,20260104 09:00:08,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000215,S06,20260104 19:31:32,P016,Toothpaste,1,55.0
TRX0000216,S07,20260104 16:13:42,P001,Cola,6,120.0
TRX0000217,S08,20260104 08:46:50,P012,Mosquito Repellent,1,65.0
TRX0000218,S02,20260104 09:16:05,P020,Dishwashing Liquid,1,30.0
TRX0000219,S09,20260104 17:27:55,P002,Electrolyte Drink,1,25.0
TRX0000220,S01,20260104 11:34:24,P001,Cola,6,120.0
TRX0000221,S07,20260104 08:59:19,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000222,S07,20260104 15:28:13,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000223,S01,20260104 20:38:29,P019,Cigarette Pack,1,120.0
TRX0000224,S08,20260104 09:02:10,P019,Cigarette Pack,1,120.0
TRX0000225,S09,20260104 22:06:47,P008,Instant Cup Nooddle,4,60.0
TRX0000226,S06,20260104 13:33:05,P020,Dishwashing Liquid,1,30.0
TRX0000227,S05,20260104 16:05:26,P006,Beer can,3,165.0
TRX0000228,S08,20260104 19:13:49,P001,Cola,6,120.0
TRX0000229,S03,20260104 15:40:08,P015,Bar Soap,1,15.0
TRX0000230,S03,20260104 13:57:10,P019,Cigarette Pack,1,120.0
TRX0000231,S10,20260104 11:40:13,P011,Potato Chips,3,90.0
TRX0000232,S02,20260104 12:11:32,P003,Ice cream,3,45.0
TRX0000233,S02,20260104 19:54:24,P012,Mosquito Repellent,1,65.0
TRX0000234,S10,20260104 21:54:33,P001,Cola,6,120.0
TRX0000235,S09,20260104 17:00:57,P005,Roll-on Deodorant,1,45.0
TRX0000236,S02,20260104 10:32:57,P007,Instant Coffee,1,10.0
TRX0000237,S01,20260104 14:49:43,P007,Instant Coffee,2,20.0
TRX0000238,S09,20260104 09:34:41,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000239,S06,20260104 11:47:49,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000240,S01,20260104 21:19:32,P007,Instant Coffee,1,10.0
TRX0000241,S03,20260104 13:45:22,P001,Cola,5,100.0
TRX0000242,S07,20260104 20:30:21,P012,Mosquito Repellent,1,65.0
TRX0000243,S07,20260104 14:01:01,P002,Electrolyte Drink,1,25.0
TRX0000244,S06,20260104 09:49:11,P002,Electrolyte Drink,1,25.0
TRX0000245,S06,20260104 20:01:04,P005,Roll-on Deodorant,1,45.0
TRX0000246,S07,20260104 14:07:40,P003,Ice cream,4,60.0
TRX0000247,S05,20260104 15:53:42,P019,Cigarette Pack,1,120.0
TRX0000248,S10,20260104 11:55:10,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000249,S01,20260104 13:51:05,P001,Cola,7,140.0
TRX0000250,S02,20260104 14:25:00,P016,Toothpaste,1,55.0
TRX0000251,S07,20260104 12:37:01,P015,Bar Soap,1,15.0
TRX0000252,S05,20260104 18:26:08,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000253,S08,20260104 20:08:26,P014,Loaf of Bread,1,35.0
TRX0000254,S02,20260104 22:14:22,P006,Beer can,2,110.0
TRX0000255,S09,20260104 20:42:18,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000256,S02,20260104 12:58:13,P019,Cigarette Pack,1,120.0
TRX0000257,S02,20260104 14:54:28,P012,Mosquito Repellent,1,65.0
TRX0000258,S07,20260104 18:25:30,P008,Instant Cup Nooddle,5,75.0
TRX0000259,S06,20260104 12:24:59,P019,Cigarette Pack,1,120.0
TRX0000260,S03,20260104 12:11:56,P008,Instant Cup Nooddle,4,60.0
TRX0000261,S06,20260104 14:45:34,P011,Potato Chips,3,90.0
TRX0000262,S04,20260104 16:38:35,P003,Ice cream,3,45.0
TRX0000263,S03,20260104 15:50:09,P001,Cola,6,120.0
TRX0000264,S02,20260104 12:03:13,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000265,S04,20260104 21:01:53,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000266,S05,20260104 13:41:56,P009,Cold Medicine,1,35.0
TRX0000267,S09,20260104 09:09:06,P020,Dishwashing Liquid,1,30.0
TRX0000268,S08,20260104 10:06:16,P014,Loaf of Bread,1,35.0
TRX0000269,S02,20260104 11:13:46,P019,Cigarette Pack,1,120.0
TRX0000270,S09,20260104 13:07:41,P012,Mosquito Repellent,1,65.0
TRX0000271,S06,20260104 21:17:38,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000272,S09,20260104 09:25:57,P013,Candle,1,10.0
TRX0000273,S01,20260104 12:19:14,P013,Candle,1,10.0
TRX0000274,S09,20260104 18:26:31,P001,Cola,4,80.0
TRX0000275,S07,20260104 14:37:55,P014,Loaf of Bread,1,35.0
TRX0000276,S09,20260104 15:08:00,P020,Dishwashing Liquid,1,30.0
TRX0000277,S03,20260104 17:09:40,P019,Cigarette Pack,1,120.0
TRX0000278,S08,20260104 14:13:00,P003,Ice cream,3,45.0
TRX0000279,S10,20260104 16:17:41,P010,Folding Umbrella,1,100.0
TRX0000280,S04,20260104 09:05:42,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000281,S08,20260104 14:42:07,P020,Dishwashing Liquid,1,30.0
TRX0000282,S06,20260104 16:26:20,P005,Roll-on Deodorant,1,45.0
TRX0000283,S09,20260104 17:54:08,P019,Cigarette Pack,1,120.0
TRX0000284,S09,20260104 19:36:26,P019,Cigarette Pack,1,120.0
TRX0000285,S03,20260104 15:49:41,P001,Cola,3,60.0
TRX0000286,S07,20260104 09:27:17,P013,Candle,1,10.0
TRX0000287,S10,20260104 21:19:24,P015,Bar Soap,1,15.0
TRX0000288,S01,20260104 17:14:26,P006,Beer can,2,110.0
TRX0000289,S05,20260104 12:54:49,P001,Cola,4,80.0
TRX0000290,S07,20260104 19:42:42,P001,Cola,6,120.0
TRX0000291,S05,20260104 18:39:46,P011,Potato Chips,3,90.0
TRX0000292,S05,20260104 09:14:03,P008,Instant Cup Nooddle,4,60.0
TRX0000293,S08,20260104 13:12:55,P015,Bar Soap,1,15.0
TRX0000294,S02,20260104 20:36:54,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000295,S10,20260104 10:26:36,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000296,S09,20260104 09:49:10,P019,Cigarette Pack,1,120.0
TRX0000297,S01,20260104 18:39:52,P009,Cold Medicine,1,35.0
TRX0000298,S07,20260104 14:50:14,P017,Fish Sauce,1,30.0
TRX0000299,S04,20260104 19:08:00,P008,Instant Cup Nooddle,3,45.0
TRX0000300,S04,20260104 11:14:56,P016,Toothpaste,1,55.0
TRX0000301,S03,20260104 12:03:55,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000302,S07,20260104 11:28:18,P017,Fish Sauce,1,30.0
TRX0000303,S10,20260104 17:18:54,P014,Loaf of Bread,2,70.0
TRX0000304,S07,20260104 14:52:10,P004,Drinking Water 1.5 Litre,4,60.0
TRX0000305,S06,20260104 18:03:32,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000306,S03,20260104 21:41:39,P016,Toothpaste,1,55.0
TRX0000307,S02,20260104 20:48:03,P002,Electrolyte Drink,1,25.0
TRX0000308,S04,20260104 22:00:14,P001,Cola,6,120.0
TRX0000309,S06,20260104 15:50:58,P008,Instant Cup Nooddle,5,75.0
TRX0000310,S02,20260104 13:01:03,P005,Roll-on Deodorant,1,45.0
TRX0000311,S04,20260104 21:53:56,P002,Electrolyte Drink,1,25.0
TRX0000312,S06,20260104 12:12:02,P004,Drinking Water 1.5 Litre,3,45.0
TRX0000313,S06,20260104 12:30:23,P012,Mosquito Repellent,1,65.0
TRX0000314,S08,20260104 13:33:37,P001,Cola,6,120.0
TRX0000315,S07,20260104 15:19:38,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000316,S06,20260104 18:00:51,P020,Dishwashing Liquid,1,30.0
TRX0000317,S06,20260104 14:32:28,P008,Instant Cup Nooddle,3,45.0
TRX0000318,S03,20260104 14:22:08,P020,Dishwashing Liquid,1,30.0
TRX0000319,S05,20260104 11:10:43,P001,Cola,4,80.0
TRX0000320,S05,20260104 20:31:22,P001,Cola,5,100.0
TRX0000321,S04,20260104 18:28:16,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000322,S01,20260104 15:48:03,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000323,S05,20260104 13:18:00,P014,Loaf of Bread,1,35.0
TRX0000324,S07,20260104 11:27:04,P011,Potato Chips,2,60.0
TRX0000325,S10,20260104 16:26:29,P017,Fish Sauce,1,30.0
TRX0000326,S10,20260104 21:52:52,P019,Cigarette Pack,1,120.0
TRX0000327,S01,20260104 12:12:19,P001,Cola,5,100.0
TRX0000328,S08,20260104 11:40:25,P019,Cigarette Pack,1,120.0
TRX0000329,S07,20260104 17:09:59,P019,Cigarette Pack,1,120.0
TRX0000330,S08,20260104 19:13:36,P001,Cola,7,140.0
TRX0000331,S07,20260104 09:01:34,P016,Toothpaste,1,55.0
TRX0000332,S06,20260104 20:12:54,P019,Cigarette Pack,1,120.0
TRX0000333,S08,20260104 18:59:12,P005,Roll-on Deodorant,1,45.0
TRX0000334,S08,20260104 09:17:47,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000335,S05,20260104 20:30:31,P005,Roll-on Deodorant,1,45.0
TRX0000336,S07,20260104 08:37:26,P019,Cigarette Pack,1,120.0
TRX0000337,S10,20260104 15:44:44,P017,Fish Sauce,1,30.0
TRX0000338,S09,20260104 13:39:34,P001,Cola,4,80.0
TRX0000339,S01,20260104 20:16:53,P017,Fish Sauce,1,30.0
TRX0000340,S03,20260104 10:27:39,P002,Electrolyte Drink,1,25.0
TRX0000341,S07,20260104 11:32:30,P006,Beer can,4,220.0
TRX0000342,S04,20260104 18:03:25,P003,Ice cream,4,60.0
TRX0000343,S02,20260104 11:43:52,P003,Ice cream,1,15.0
TRX0000344,S01,20260104 12:35:53,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000345,S09,20260104 11:47:02,P004,Drinking Water 1.5 Litre,5,75.0
TRX0000346,S03,20260104 10:49:13,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000347,S05,20260104 21:58:17,P002,Electrolyte Drink,1,25.0
TRX0000348,S06,20260104 09:28:01,P005,Roll-on Deodorant,1,45.0
TRX0000349,S01,20260104 13:07:12,P011,Potato Chips,2,60.0
TRX0000350,S09,20260104 09:02:35,P007,Instant Coffee,2,20.0
TRX0000351,S02,20260104 17:38:31,P005,Roll-on Deodorant,1,45.0
TRX0000352,S03,20260104 13:14:16,P019,Cigarette Pack,1,120.0
TRX0000353,S09,20260104 19:27:22,P008,Instant Cup Nooddle,2,30.0
TRX0000354,S09,20260104 12:22:51,P011,Potato Chips,3,90.0
TRX0000355,S05,20260104 13:58:19,P010,Folding Umbrella,1,100.0
TRX0000356,S01,20260104 12:50:06,P018,Jasmine Rice 1 Kg,1,40.0
TRX0000357,S07,20260104 16:49:57,P019,Cigarette Pack,1,120.0
TRX0000358,S07,20260104 22:06:21,P019,Cigarette Pack,1,120.0
TRX0000359,S01,20260104 13:51:47,P013,Candle,1,10.0
TRX0000360,S01,20260104 20:55:21,P011,Potato Chips,4,120.0
TRX0000361,S07,20260104 16:30:15,P009,Cold Medicine,1,35.0
TRX0000362,S08,20260104 19:20:31,P001,Cola,3,60.0
TRX0000363,S07,20260104 22:08:48,P020,Dishwashing Liquid,1,30.0
TRX0000364,S08,20260104 09:52:40,P020,Dishwashing Liquid,1,30.0
TRX0000365,S02,20260104 13:32:29,P011,Potato Chips,3,90.0
TRX0000366,S02,20260104 12:15:17,P001,Cola,5,100.0
